"FECHA_CORTE,""FECHA_EMISION"",""MES_FACTURACION"",""COD_EMPRESA"",""RAZON_SOCIAL"",""GRUPO"",""COD_SIS_ELECTR"",""COD_TARIFA"",""ATARIFA"",""USO"",""SUMINISTROS"",""PROMEDIO_CONSUMO"""
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0060,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,2,215"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,105"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0161,23,""1P-BT Pension Fija                                                                                                                                    "",Comercial,3,50"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,2,""2P2E-MT                                                                                                                                               "",Industrial,1,3382"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,42,59"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,23,""1P-BT Pension Fija                                                                                                                                    "",Comercial,2,500"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,164,54"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0222,23,""1P-BT Pension Fija                                                                                                                                    "",Comercial,11,726"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0223,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,26,210"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0223,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,98,123"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,3,360"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,20,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,2,931"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0223,23,""1P-BT Pension Fija                                                                                                                                    "",Comercial,1,500"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0223,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,3,124"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,2,225"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0223,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,1,445"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0223,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,2,22"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE1074,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,178,58"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0060,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,8,15"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,1,360"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,346,5"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,27,54"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0222,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,1,127"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,41,1625"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,353,351"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR5001,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,19"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0062,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,139"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0061,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,0"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,2,117"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0105,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,4,93"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0076,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,3,17"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0105,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,1,521"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,269"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0105,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,7,29"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0105,3,""1P2E-MT Presente en Punta                                                                                                                             "",Comercial,1,756"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0075,20,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,1,765"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0075,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1264,54"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0161,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,0"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,3,123"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,529,6"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,5,10"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0223,3,""1P2E-MT Presente en Punta                                                                                                                             "",Comercial,1,1037"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0223,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,825,6"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0223,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,1,402"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0222,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,1,214"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0223,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,401,7"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0075,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,243,7"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0078,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,291,8"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0062,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,2,28"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0078,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,3,628"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0078,42,De 1 a 30 kW.h                                                                                                                                        ,Residencial,2,15"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0070,3,""1P2E-MT Presente en Punta                                                                                                                             "",Comercial,3,2016"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0070,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,569,9"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0076,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1280,9"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0062,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,23"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,154"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0066,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,8251,64"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0258,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,7,359"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0258,29,""2E-BT MD hasta 20 kW en HP y 50 kW en HFP                                                                                                             "",Comercial,1,19"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR5001,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,4,17"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR5003,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,14"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0162,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,61,140"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0115,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,104"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0107,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,3317,8"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE3224,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,4,18"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0107,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,23,43"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0109,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,236,9"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0224,45,De 151 a 300 kW.h                                                                                                                                     ,Residencial,2,190"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0224,49,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,1,1424"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0063,20,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,1,800"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0107,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,6,212"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0258,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1,77"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0066,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,3,207"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0258,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,568,10"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0162,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,4,592"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0107,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,3,10"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0162,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,197,7"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0162,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1,49"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0066,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,1,275"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0162,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,105"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE1065,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,7,15"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,1,1027"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0115,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,115,56"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR5003,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,1,394"
"20250306,""20220131"",""202201"",CHAV,PROYECTO ESPECIAL CHAVIMOCHIC,MUNICIPAL,SE0157,3,""1P2E-MT Presente en Punta                                                                                                                             "",Comercial,3,37576"
"20250306,""20220131"",""202201"",CHAV,PROYECTO ESPECIAL CHAVIMOCHIC,MUNICIPAL,SE0157,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,123,198"
"20250306,""20220131"",""202201"",COEL,CONSORCIO ELECTRICO DE VILLACURI SAC,PRIVADAS,SE0263,2,""2P2E-MT                                                                                                                                               "",Industrial,2,2131"
"20250306,""20220131"",""202201"",COEL,CONSORCIO ELECTRICO DE VILLACURI SAC,PRIVADAS,SE0263,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,16,593"
"20250306,""20220131"",""202201"",COEL,CONSORCIO ELECTRICO DE VILLACURI SAC,PRIVADAS,SE0002,4,""1P2E-MT Presente en Fuera de Punta                                                                                                                    "",Industrial,4,2819"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,52,De 31 a 100 kW.h                                                                                                                                      ,Residencial,881,67"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,991,600"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0008,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,108"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,63,63"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,20982,211"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0222,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,30,13"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,33,597"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE1074,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,320,62"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE1074,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,0"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE1074,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,166,173"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,1,1653"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0060,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,4,64"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0161,23,""1P-BT Pension Fija                                                                                                                                    "",Comercial,16,353"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,5,228"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,504,10"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,16,119"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,3,55"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,11,250"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,8,38"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0161,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,2,23"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,41,63"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE1074,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,258,57"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE1074,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,17,194"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0061,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,1196,230"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0076,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,103"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0072,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,4,16"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,966,6"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0075,3,""1P2E-MT Presente en Punta                                                                                                                             "",Comercial,1,1458"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0075,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,1,630"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0075,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,1,1331"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,11,82"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0061,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,2,183"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0007,50,""1E-BT No Residencial                                                                                                                                  "",Comercial,1,1167"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0014,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,127,52"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0007,20,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,66,859"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1,48"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0014,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,1,2369"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0014,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,205"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,4,12"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0261,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,132,2251"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0221,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,176,375"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0261,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,46,621"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0011,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,9,80"
"20250306,""20220131"",""202201"",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0261,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,2,128"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,59,66"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0161,23,""1P-BT Pension Fija                                                                                                                                    "",Comercial,1,500"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0161,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,295"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0060,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,2993,59"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0161,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,26,124"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0223,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1,50"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,1,22"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0161,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,1,1162"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,23,""1P-BT Pension Fija                                                                                                                                    "",Comercial,1,500"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0161,3,""1P2E-MT Presente en Punta                                                                                                                             "",Comercial,2,6098"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,1,329"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0060,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,2,126"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,39,48"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0060,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,79,200"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0060,4,""1P2E-MT Presente en Fuera de Punta                                                                                                                    "",Industrial,1,3125"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,66,51"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,30,270"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1505,7"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,121"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,185"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,27,55"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,1,417"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,48,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,3,883"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,38,189"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,22,4"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,1,6"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE1065,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,133,59"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0115,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,3,222"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE2065,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,4,5"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0115,3,""1P2E-MT Presente en Punta                                                                                                                             "",Comercial,1,9623"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE1065,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,387,11"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SR0115,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,55,7"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE2065,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,14,57"
